image_path,group_id,entity_name,entity_value,entity_number,entity_unit,unit_encoded,extracted_text
output_images/31EvJszFVfL.jpg,731432,item_weight,200 gram,200.0,gram,11,
output_images/61wzlucTREL.jpg,252585,item_volume,4.0 gallon,4.0,gallon,9,ONE SIZE FITS ALL
output_images/61sQ+qAKr4L.jpg,299791,item_weight,2.7 gram,2.7,gram,11,
output_images/81x77l2T5NL.jpg,884560,item_weight,112 gram,112.0,gram,11,
output_images/71nywfWZUwL.jpg,179080,item_weight,4.1 kilogram,4.1,kilogram,14,
output_images/71nywfWZUwL.jpg,179080,voltage,48.0 volt,48.0,volt,28,
output_images/51WsuKKAVrL.jpg,866516,item_weight,158.0 gram,158.0,gram,11,
output_images/61XGDKap+JL.jpg,866516,item_weight,158.0 gram,158.0,gram,11,
output_images/715vVcWJxGL.jpg,459516,item_weight,5000 milligram,5000.0,milligram,19,"6 @

hasneney erent"
output_images/613v+2W4UwL.jpg,524635,item_weight,18.55 gram,18.55,gram,11,Carvomin
output_images/71+fn9TWQmL.jpg,524635,item_weight,18.55 gram,18.55,gram,11,
output_images/71aKgRRQ2wL.jpg,524635,item_weight,18.55 gram,18.55,gram,11,"nus “
SS carvomini"
output_images/71rKXZJrh4L.jpg,524635,item_weight,18.55 gram,18.55,gram,11,"Carvomini

WA.

Ne
AS

—"
output_images/71D824lbRvL.jpg,524635,item_weight,18.55 gram,18.55,gram,11,
output_images/71004c9tzfL.jpg,730429,item_weight,50.0 gram,50.0,gram,11,
output_images/51bQPPtMqYL.jpg,881883,item_weight,26.0 gram,26.0,gram,11,
output_images/61o2ntPNNgL.jpg,179080,wattage,800.0 watt,800.0,watt,29,"7 FREEWHEELS 800W 26V
‘GABEL MINOESTEREME 135M
HINTERRAD MIT BRUSHLESS MOTOR"
output_images/61o2ntPNNgL.jpg,179080,voltage,36.0 volt,36.0,volt,28,"7 FREEWHEELS 800W 26V
‘GABEL MINOESTEREME 135M
HINTERRAD MIT BRUSHLESS MOTOR"
output_images/71IUuTJ8QwL.jpg,601746,item_weight,330.0 pound,330.0,pound,25,"‘Superior Quality
Pasay sf. tens ection et"
output_images/915JHkwtcrL.jpg,487566,item_weight,31.0 ounce,31.0,ounce,22,"«
d

‘warm soft and ventilate
(Dy estat sma
rman ee"
output_images/71cjrYndwIL.jpg,794161,item_weight,0.35 ounce,0.35,ounce,22,
output_images/81hnk2WXO3L.jpg,639090,item_weight,35.0 gram,35.0,gram,11,hot chocolate
output_images/61HXgujoxpL.jpg,752266,wattage,150.0 watt,150.0,watt,29,
output_images/613G8GOyLSL.jpg,752266,wattage,150.0 watt,150.0,watt,29,
output_images/71YyZ2iPyZL.jpg,752266,wattage,30.0 watt,30.0,watt,29,
output_images/81K3JwUCnQL.jpg,752266,wattage,30.0 watt,30.0,watt,29,
output_images/41wvffSxB4L.jpg,299791,item_weight,15.5 gram,15.5,gram,11,
output_images/91cErO-KbLL.jpg,237000,item_weight,200.0 gram,200.0,gram,11,"JACQUARD
KNITTED MATERIAL

\ 2006sm 4
\ ttcrotiber"
output_images/817vo3DcCNL.jpg,179080,wattage,250.0 watt,250.0,watt,29,KOMFORT- PAKET. aa
output_images/61AHQ35poHL.jpg,884560,item_volume,10.0 ounce,10.0,ounce,22,
output_images/61WFh8RCQYL.jpg,844474,item_weight,0.8 kilogram,0.8,kilogram,14,"High Quality Polyester Fabric
‘ont ay Onan
wom"
output_images/711SATIDrmL.jpg,709627,item_weight,169.0 gram,169.0,gram,11,
output_images/61x6RSjwQIL.jpg,299791,item_weight,10.0 gram,10.0,gram,11,"UNIQUE DESIGN

a"
output_images/613BeFNwHcL.jpg,523149,item_weight,7.0 gram,7.0,gram,11,
output_images/61hWZdkq6WL.jpg,630390,item_weight,750.0 gram,750.0,gram,11,
output_images/71E7CU55dcL.jpg,810266,item_weight,160.0 gram,160.0,gram,11,"5 tH
t iy
y
ae"
output_images/61c+hSNnnZL.jpg,748919,item_weight,270.0 gram,270.0,gram,11,
output_images/915w0BdW-gL.jpg,993359,item_weight,500 gram,500.0,gram,11,
output_images/61sx0ezNNLL.jpg,731432,item_weight,1 kilogram,1.0,kilogram,14,
output_images/71ldprwbKrL.jpg,731432,item_weight,10 kilogram,10.0,kilogram,14,"PREMIUM QUALITY
INGRIDIENTS a

7— Hie quauity

gy — CREATINE
Sonstonare

SCARS
GLUTAMINE"
output_images/71E9iF-bmKL.jpg,731432,item_weight,1 kilogram,1.0,kilogram,14,"DESIGNED FOR
EXTREME GAINS

= (& Secomee
CF musete euitsing
muse
‘Strength
‘tf Rapid Muscle
} Recovery

y, Reduce Muscle
‘reak down"
output_images/71sWRp1SNwL.jpg,731432,item_weight,2.2 pound,2.2,pound,25,
output_images/61Fwq4GeTmL.jpg,752266,wattage,60.0 watt,60.0,watt,29,"60wW

6.6001"
output_images/61-oj+N+BxL.jpg,459516,item_volume,30.0 millilitre,30.0,millilitre,20,
output_images/71e6kJLE+LL.jpg,459516,item_volume,30.0 millilitre,30.0,millilitre,20,"DENDROBIUM & MU}
3 re DI"
output_images/71SuzaRS7gL.jpg,459516,item_volume,30.0 millilitre,30.0,millilitre,20,
output_images/71nsfFCXF0L.jpg,459516,item_volume,30.0 millilitre,30.0,millilitre,20,
output_images/71hgN7yu9OL.jpg,459516,item_volume,30.0 millilitre,30.0,millilitre,20,
output_images/61SmT8pkLtL.jpg,529606,item_weight,2 ounce,2.0,ounce,22,"ills Hi ™
eas iW

Ly"
output_images/71ZtDgGX+iL.jpg,299791,item_weight,8.1 gram,8.1,gram,11,"INFORMATION

%
$
s
f
L
f
Seoestsomn
t
§
f
$
,
es"
output_images/413FQB0ZMLL.jpg,308856,item_weight,2 kilogram,2.0,kilogram,14,
output_images/41EjbFu-+yL.jpg,308856,item_weight,10 kilogram,10.0,kilogram,14,
output_images/71dWDwMhWmS.jpg,681445,item_weight,500.0 kilogram,500.0,kilogram,14,
output_images/61d6Kj80QSL.jpg,365637,item_weight,200.0 gram,200.0,gram,11,
output_images/71bvOuz9w1L.jpg,365637,item_weight,200.0 gram,200.0,gram,11,
output_images/71l0M0tMGjL.jpg,365637,item_weight,200.0 gram,200.0,gram,11,"All Natural
Ingredients"
output_images/71Lpqdrpi4L.jpg,365637,item_weight,200.0 gram,200.0,gram,11,"All day snack.
for boosting energy

coe"
output_images/71jLIbCcwOL.jpg,365637,item_weight,100.0 gram,100.0,gram,11,Nutrition Facts
output_images/718EdwGgyVL.jpg,365637,item_weight,200.0 gram,200.0,gram,11,"Available in
‘TWO OTHER DIFFERENT
FLAVOURS"
output_images/713twQgCHSL.jpg,487566,item_weight,5.0 kilogram,5.0,kilogram,14,Qurro snes
output_images/61I0O1qJbhS.jpg,767202,item_weight,60.0 pound,60.0,pound,25,
output_images/61eOO5IW4NL.jpg,369753,item_volume,3.0 cubic foot,3.0,cubic,4,
output_images/716AQpAJjZL.jpg,731432,item_weight,227 gram,227.0,gram,11,"Suggested
Storage

Store in a cool,
dry place after
opening. sa

eee"
output_images/71FVeRd2jqL.jpg,709627,item_weight,100 gram,100.0,gram,11,
output_images/81njuNSPdjL.jpg,639090,item_weight,190.0 gram,190.0,gram,11,
output_images/51xfRlxWIXL.jpg,639090,item_weight,100.0 gram,100.0,gram,11,"Energie 0 (ia)
3 i SW i
ongesttigteFettsauren 3,39
tei Thy

avon Zucker W409
tineig 119
Sat 0g"
output_images/71duwM3SjpL.jpg,459516,item_weight,600 milligram,600.0,milligram,19,
output_images/612xIhPMHqL.jpg,630869,item_weight,3.2 gram,3.2,gram,11,eo = ee
output_images/51b9JEHOriL.jpg,630869,item_weight,6.5 gram,6.5,gram,11,
output_images/81lgxfKqUUL.jpg,881883,item_weight,160.0 gram,160.0,gram,11,
output_images/814sAvV89SL.jpg,558374,item_weight,42.0 gram,42.0,gram,11,"Nutrition Fact

Serving 2 Pieces (429)"
output_images/61cMeogK8gL.jpg,601746,item_weight,26.0 gram,26.0,gram,11,
output_images/811VfR10yxL.jpg,752266,wattage,0.55 watt,0.55,watt,29,
output_images/71WLYfmMqQL.jpg,254449,item_weight,50.0 milligram,50.0,milligram,19,
output_images/61Dq3LRei9L.jpg,523149,item_weight,10.0 kilogram,10.0,kilogram,14,
output_images/71XK5d3Oh9L.jpg,416664,wattage,49.0 watt,49.0,watt,29,
output_images/61kyBEJYDeL.jpg,459516,item_weight,500 milligram,500.0,milligram,19,
output_images/71uQmsTESvL.jpg,459516,item_weight,500 milligram,500.0,milligram,19,
output_images/71jG8BOi4WL.jpg,241608,item_weight,16.0 gram,16.0,gram,11,165 Thick High Bade 304 Stainless Sta!
output_images/61390hosjFL.jpg,308856,item_weight,8 kilogram,8.0,kilogram,14,8KG + 2KG FREE
output_images/71PDbPb275L.jpg,459516,item_volume,500.0 millilitre,500.0,millilitre,20,
output_images/71YiRw3e1lL.jpg,630869,item_weight,3.0 pound,3.0,pound,25,"a

KIMJOHANSON {i
ee. 3
sume

Dukannst unsere Ariel ansehen,
au im Jobaneon ck ei rode ck"
output_images/719poaEkdEL.jpg,459516,item_weight,750.0 milligram,750.0,milligram,19,
output_images/41njJJg-ANL.jpg,308671,item_weight,8.0 gram,8.0,gram,11,"Fev poionce J

nce

ee,"
output_images/71qEriwsbIL.jpg,299791,item_weight,23.0 gram,23.0,gram,11,
output_images/514M5CrBK4L.jpg,630869,item_weight,9.8 gram,9.8,gram,11,\a
output_images/61qOr-yqaVL.jpg,442321,item_weight,198.0 pound,198.0,pound,25,Standfeste Trapezférmige Struktur
output_images/61xxqfM2EwL.jpg,991868,item_weight,9.0 kilogram,9.0,kilogram,14,Paketschutz — qj
output_images/81yG9eUKvxL.jpg,208023,item_weight,2.5 kilogram,2.5,kilogram,14,
output_images/61FMOl299lL.jpg,593600,item_weight,50.0 gram,50.0,gram,11,
output_images/41Kn+YOyPjL.jpg,459516,item_volume,10.0 millilitre,10.0,millilitre,20,
output_images/51q9OE6hfgL.jpg,459516,item_volume,200.0 millilitre,200.0,millilitre,20,
output_images/51T1Kh7WWGL.jpg,299791,item_weight,4.1 gram,4.1,gram,11,Necklace Length:50cm/19.68inch
output_images/71G8XyPqcIL.jpg,630869,item_weight,9.2 gram,9.2,gram,11,"INFORMATION
="
output_images/61Hhju+qn9L.jpg,308856,item_weight,600.0 gram,600.0,gram,11,"A

a=W,"
output_images/51Alw-4+zJL.jpg,308856,item_weight,20.0 kilogram,20.0,kilogram,14,"FEEDING RECOMMENDATIONS
upto

20KG

BODYWT.

MORETHAN

20KG

BODYWT.

‘ORAS RECOMMENDED BY
‘THE VETERINARIAN"
output_images/81l6zfwKG7L.jpg,731432,item_weight,13.0 gram,13.0,gram,11,"HYDRATION
ELPER

3
g
iol
EP
=e
ie)"
output_images/71eATPu53YL.jpg,731432,item_weight,13.0 gram,13.0,gram,11,NOUVEAU LOOK.
output_images/81R8CrWXthL.jpg,731432,item_weight,1000.0 milligram,1000.0,milligram,19,"REHYDRATATION RAPIDE
‘APRES LE SPORT ETLA FETE,"
output_images/71qiWPgPcUS.jpg,908443,item_weight,264.0 gram,264.0,gram,11,"4,
5% FULL METAL SPINNING REEL
SUPER LIGHT

we a ONLY 264G"
output_images/81nyHjPXg-L.jpg,308856,item_weight,34 kilogram,34.0,kilogram,14,"251g | 281g | 305g | 321g

2
ry
2
Fy"
output_images/71EREAIkJZS.jpg,299791,item_weight,72.57 gram,72.57,gram,11,
output_images/61bpzE0p4yL.jpg,459516,item_weight,100 gram,100.0,gram,11,
output_images/71yqAwAikaL.jpg,731432,item_weight,180 gram,180.0,gram,11,
output_images/61431aMH6cL.jpg,731432,item_weight,180 gram,180.0,gram,11,
output_images/71lxjbXw9bL.jpg,731432,item_weight,180 gram,180.0,gram,11,"0 SUPPORT
PERFORMANCE
& Focus"
output_images/71cziTM6TfL.jpg,731432,item_weight,180 gram,180.0,gram,11,"‘SUPPORTS MUSCLE PROTEIN SYITTHESIS
DECREASE PROTEIN CATABOLISM
ENHANCED RECOVERY
eno cas CSR SAR"
output_images/71Btb49O2dL.jpg,731432,item_weight,180 gram,180.0,gram,11,
output_images/51QhV+Ox86L.jpg,630869,item_weight,33 gram,33.0,gram,11,
output_images/51ArM1PP7WL.jpg,523149,item_weight,8.0 gram,8.0,gram,11,ight: 12.86
output_images/51F+K7Zx9fL.jpg,558374,item_weight,1.77 ounce,1.77,ounce,22,
output_images/51u2vv6e8yL.jpg,881883,item_weight,350.0 gram,350.0,gram,11,
output_images/71PexaOBvoL.jpg,529606,item_weight,567.0 gram,567.0,gram,11,
output_images/81uHTyMDa7L.jpg,529606,item_weight,567.0 gram,567.0,gram,11,"fy
if"
output_images/81x+p0LzKbL.jpg,529606,item_weight,567.0 gram,567.0,gram,11,
output_images/71kCYzCu0UL.jpg,529606,item_weight,567.0 gram,567.0,gram,11,
output_images/81F2B83meFL.jpg,529606,item_weight,567.0 gram,567.0,gram,11,
output_images/71KFQ3qt4gL.jpg,529606,item_weight,567.0 gram,567.0,gram,11,
output_images/71Oo4M3ApxL.jpg,752266,wattage,60.0 watt,60.0,watt,29,
output_images/71Oo4M3ApxL.jpg,752266,voltage,"[100.0, 240.0] volt",,,0,
output_images/61lE-I9cVuL.jpg,916768,item_volume,25.0 millilitre,25.0,millilitre,20,
output_images/71+FvzD14RL.jpg,893692,item_weight,2.4 kilogram,2.4,kilogram,14,
output_images/414maJ3RUML.jpg,120569,item_weight,25 kilogram,25.0,kilogram,14,or
output_images/7158CO+v3kL.jpg,564709,item_weight,50.0 kilogram,50.0,kilogram,14,
output_images/71NoP+8HnqS.jpg,593600,item_weight,263.0 gram,263.0,gram,11,"Internat and
External lightweight Materials"
output_images/51K0v0zo-wL.jpg,507988,item_weight,250.0 gram,250.0,gram,11,
output_images/51H6vfyBqML.jpg,507988,item_weight,250.0 gram,250.0,gram,11,se
output_images/81gzy3-ZlML.jpg,459516,item_weight,200 gram,200.0,gram,11,
output_images/71mKPQGo8wL.jpg,599772,item_weight,1.8 kilogram,1.8,kilogram,14,
output_images/81puuiKhs5L.jpg,601746,item_weight,800.0 gram,800.0,gram,11,AREKESSER®
output_images/61CLKFwJa4L.jpg,630869,item_weight,24.8 gram,24.8,gram,11,
output_images/615v9WaUIuL.jpg,483370,item_weight,4.0 kilogram,4.0,kilogram,14,
output_images/71P0BToikAL.jpg,459516,item_volume,"[8.0, 12.0] fluid ounce",,,0,
output_images/61HisZt9hcL.jpg,208023,item_weight,3.59 kilogram,3.59,kilogram,14,PICTURE FRAME SIZE DIAGRAM
output_images/81JGAcnf39L.jpg,983323,voltage,12.0 volt,12.0,volt,28,
output_images/31o8WywVeTL.jpg,299791,item_weight,7 gram,7.0,gram,11,"26 Boccia

tute

Pendant weight 79,

ors"
output_images/61Ik5NY4ExL.jpg,299791,item_weight,9.8 gram,9.8,gram,11,"2.6.13 eres)
Neca ent: Sser(20 +2 ines Reszabie
postive eaplig"
output_images/71pKB7-3itL.jpg,459516,item_volume,16.0 fluid ounce,16.0,fluid,8,"FOR BEST RESULT COMBINE

Immuni
Broduces”"
output_images/71PGzqxh-EL.jpg,523149,item_weight,3.8 gram,3.8,gram,11,"ea

etal itistone"
output_images/71uqF3qqsuL.jpg,844474,item_weight,0.45 kilogram,0.45,kilogram,14,
output_images/61vdMgkasML.jpg,179080,item_weight,70.5 pound,70.5,pound,25,
output_images/81xeFGugw6L.jpg,271537,voltage,12.0 volt,12.0,volt,28,
output_images/71Ye12U8zRL.jpg,271537,voltage,12.0 volt,12.0,volt,28,
output_images/61UjKZyijBL.jpg,271537,voltage,12.0 volt,12.0,volt,28,
output_images/61v1IQDiIbL.jpg,271537,voltage,12.0 volt,12.0,volt,28,
output_images/71WffHaS-QL.jpg,589105,item_weight,1.87 pound,1.87,pound,25,
output_images/61mLRVKOr3L.jpg,748919,item_weight,125.0 gram,125.0,gram,11,
output_images/619W5ruX5xL.jpg,523149,item_weight,21.0 gram,21.0,gram,11,"Sine: 712 Weight: 21g
laterial: Titanium steel (stainless steel)

widths 2. 10

Wall thickness :02an-04em"
output_images/51YZWIRgY0L.jpg,630869,item_weight,30.0 gram,30.0,gram,11,"Earent
Free size for women and girls"
output_images/81Qf73SxLaL.jpg,752266,voltage,"[85.0, 265.0] volt",,,0,
output_images/81cEIIPti-L.jpg,459516,item_volume,4.0 fluid ounce,4.0,fluid,8,"‘igen

& Respiratory Health*
& Lung Cleanse*"
output_images/71ciI6RbOqL.jpg,459516,item_volume,4.0 fluid ounce,4.0,fluid,8,"‘igen

SMART

CONSUMPTION
98% wees"
output_images/816L-kPJGyL.jpg,459516,item_volume,4.0 fluid ounce,4.0,fluid,8,"NATURAL sigan
SWEETNESS

‘WITH VEGETABLE GLYCERIN

NO iter."
output_images/7185b+0uzML.jpg,459516,item_volume,0.7 millilitre,0.7,millilitre,20,"EASY SBA
SQUEEZY!

gee fee"
output_images/7185b+0uzML.jpg,459516,item_weight,679.0 milligram,679.0,milligram,19,"EASY SBA
SQUEEZY!

gee fee"
output_images/71In1fvGSwL.jpg,459516,item_volume,4.0 fluid ounce,4.0,fluid,8,"vila
PREMIUM. ‘organié
PRODUCT.

CLEAR

MULLEN LEAF"
output_images/8146TN-qDgL.jpg,881883,item_weight,500.0 gram,500.0,gram,11,Color Difference Description
output_images/71bA7Tj2y5L.jpg,120569,item_weight,15.0 kilogram,15.0,kilogram,14,"GUIA DE DOSIS DIARIA

PEQUERIO

.—

Pork

GRANDE"
output_images/51ZpARXmu+L.jpg,641642,wattage,8.0 watt,8.0,watt,29,"Eg ENERG*

PAUTIX
ivaaor0o8W24-coB

S
Kwns1000h"
output_images/81ZyvlRczjL.jpg,311997,item_weight,175.0 kilogram,175.0,kilogram,14,
output_images/81zuZujBfyL.jpg,311997,item_weight,175.0 kilogram,175.0,kilogram,14,
output_images/71mi7h+tZmL.jpg,281678,item_weight,1.0 gram,1.0,gram,11,
output_images/71A7RiB2IIS.jpg,318770,wattage,100.0 watt,100.0,watt,29,
output_images/61UkMSPhLSS.jpg,318770,wattage,100.0 watt,100.0,watt,29,"Up to TOOW of Power Delivery,
for Rapid Charging

‘charging rate

‘Support PD 3.0/P0 2.010C 2.0/6 3.0/AFC"
output_images/616QEdZeLGL.jpg,318770,wattage,100.0 watt,100.0,watt,29,"Durable &
Tangle-Free

Reiorees Cable Joint
180006 Bend Test

ra

other"
output_images/61nvPvyO7kL.jpg,318770,wattage,100.0 watt,100.0,watt,29,"‘Strengthen Stainless End Tip

+ Seams Ste + Seam Riveting
""roca Pros"
output_images/71ihnkVAoCL.jpg,241608,item_weight,460.0 gram,460.0,gram,11,
output_images/51WaQdTFyhL.jpg,955292,wattage,3.0 watt,3.0,watt,29,
output_images/71k9HXFp5VL.jpg,767202,item_weight,23.0 kilogram,23.0,kilogram,14,
output_images/81hbfdu3UaL.jpg,369753,item_volume,3.0 millilitre,3.0,millilitre,20,
output_images/815pYcvCCeL.jpg,365637,item_weight,300.0 gram,300.0,gram,11,
output_images/615roHaokEL.jpg,810266,item_weight,100.0 gram,100.0,gram,11,"2.20 inch ‘CAPACITY
— > _. som

228ineh

weight
‘100gm"
output_images/71JXfZLNJjL.jpg,639090,item_weight,22.0 gram,22.0,gram,11,
output_images/71yQq9I3yzL.jpg,731432,item_weight,3.0 gram,3.0,gram,11,"CREATINE
GUMMIES"
output_images/718M5ODio0L.jpg,731432,item_weight,3.0 gram,3.0,gram,11,"CREATINE

GUMMIES"
output_images/61lpwH0qHbL.jpg,731432,item_weight,3.0 gram,3.0,gram,11,
output_images/712sZRVe98L.jpg,731432,item_weight,2.0 ton,2.0,ton,27,MI
output_images/71d+dz7ogkL.jpg,150913,maximum_weight_recommendation,15 kilogram,15.0,kilogram,14,
output_images/51WSQa1ygML.jpg,630869,item_weight,14.8 gram,14.8,gram,11,
output_images/71QR6ELoPnL.jpg,675317,item_weight,4.4 pound,4.4,pound,25,
output_images/71cO37WLcCL.jpg,675317,item_weight,4.4 pound,4.4,pound,25,"ENHANCED WITH A
ROVEN MUSCLE &
STRENGTH BUILDER

‘
Naxprats * |
INCREDIBLE f
TASTE WHEY
GOLD |
SUPERIOR ~~
PROTEIN 2

SOURCES"
output_images/71k0T1lkazL.jpg,801829,maximum_weight_recommendation,350 pound,350.0,pound,25,
output_images/61qfHDESRQL.jpg,275506,item_weight,4.5 gram,4.5,gram,11,Lightto.45g More comfortable
output_images/61QC4Kt6FgL.jpg,275506,item_weight,4.5 gram,4.5,gram,11,
output_images/81+ZDpWM6aL.jpg,281678,item_volume,1977.0 decilitre,1977.0,decilitre,6,"coopenarwa ORIGINE
Fann GIAPPONE
Coltivatori dal 1977

PREFETTORA DL
> SHIZUOKA"
output_images/711unoPoAUL.jpg,801829,item_weight,120.0 gram,120.0,gram,11,RELAX ROCKING MECHANISM
output_images/91yjUjUz1PL.jpg,281678,item_volume,100.0 millilitre,100.0,millilitre,20,
output_images/61iyjkBOWwL.jpg,281678,item_volume,100.0 millilitre,100.0,millilitre,20,
output_images/81bWfMuySqL.jpg,281678,item_volume,100.0 millilitre,100.0,millilitre,20,
output_images/81cNMlJ3rUL.jpg,297918,item_weight,40.0 gram,40.0,gram,11,ilieil=.
output_images/71V8xeIdY8L.jpg,297918,item_weight,0.0 gram,0.0,gram,11,
output_images/81QVNxEt5jL.jpg,297918,item_weight,40.0 gram,40.0,gram,11,
output_images/61rzdBIml6S.jpg,416664,item_weight,60.0 gram,60.0,gram,11,"oN
Ca"
output_images/71XLo+kfY4S.jpg,416664,item_weight,60.0 gram,60.0,gram,11,"i

a"
output_images/61GnRPsq7eS.jpg,308856,item_weight,390 gram,390.0,gram,11,
output_images/71L-+M3VVPL.jpg,507619,item_weight,"[25.0, 30.0] pound",,,0,
output_images/81OX3LrynvL.jpg,801829,maximum_weight_recommendation,120 kilogram,120.0,kilogram,14,
output_images/71CgwBBpm2L.jpg,953031,item_weight,5.0 gram,5.0,gram,11,
output_images/61uEVvHFcnL.jpg,953031,item_weight,5.0 gram,5.0,gram,11,Package contents
output_images/6186qz73QDL.jpg,369753,item_volume,2.55 cubic inch,2.55,cubic,4,
output_images/51-GFfHUt5L.jpg,993359,item_weight,100 gram,100.0,gram,11,
output_images/71wManz+q7L.jpg,281678,item_weight,100.0 gram,100.0,gram,11,
output_images/71rBE9Nt9sL.jpg,281678,item_weight,100.0 gram,100.0,gram,11,
output_images/61NpAba1eLL.jpg,523149,item_weight,2.6 gram,2.6,gram,11,e253 wag pba 26
output_images/81GfAC59d9L.jpg,387046,item_weight,7.9 kilogram,7.9,kilogram,14,
output_images/71BkkuPYJFL.jpg,433914,item_weight,150.0 kilogram,150.0,kilogram,14,
output_images/61k7TzX5kYL.jpg,601746,item_weight,0.9 kilogram,0.9,kilogram,14,
output_images/81hGUpAFNJL.jpg,922709,voltage,7.0 volt,7.0,volt,28,voviv vv
output_images/71iSbwHDcdL.jpg,648011,voltage,"[175.0, 265.0] volt",,,0,
output_images/81BxHI-QPIL.jpg,558374,item_weight,2.82 ounce,2.82,ounce,22,
output_images/71WaRSgdUyL.jpg,558374,item_weight,16.0 gram,16.0,gram,11,
output_images/61cEFL6Y49L.jpg,884560,item_weight,132.0 gram,132.0,gram,11,"b t Gee
Na ea i leah
bal ih"
output_images/817S4LJR21L.jpg,281678,item_weight,77.0 gram,77.0,gram,11,"erento

cast
ecarNATEO"
output_images/81V9hFKQT4L.jpg,281678,item_weight,77.0 gram,77.0,gram,11,"GReEN TEA

DECAFFEINATED"
output_images/81i7biHKFUL.jpg,957185,item_weight,100.0 gram,100.0,gram,11,"Ni

Brennwert: — 635,7 KJ/151,8 kcal

Fett: 788
davon gesattigte Fettsduren: 3,19
Kohlenhydrate: 228
davon Zucker: 008
Eiweig: 138

Salz; 1658"
output_images/9146CDDyS1L.jpg,654649,item_weight,100.0 gram,100.0,gram,11,
output_images/61zbBwJJ86L.jpg,375816,item_weight,25 gram,25.0,gram,11,
output_images/61g2MIPw-SL.jpg,375816,item_weight,25 gram,25.0,gram,11,
output_images/61rViW3qEDL.jpg,375816,item_weight,25 gram,25.0,gram,11,
output_images/41fYovCueJL.jpg,529606,item_weight,150 gram,150.0,gram,11,
output_images/61dL1hqmPTL.jpg,529606,item_weight,150 gram,150.0,gram,11,
output_images/61ErAvSUnML.jpg,529606,item_weight,150 gram,150.0,gram,11,
output_images/41J6cTfYEJL.jpg,529606,item_weight,150 gram,150.0,gram,11,Net Content:150GM
output_images/51FHIAeaWpL.jpg,529606,item_weight,150 gram,150.0,gram,11,PRODUCT DISPLAY
output_images/51egZNPkbmL.jpg,529606,item_weight,150 gram,150.0,gram,11,PRODUCT DETAILS
output_images/61ptgk7Z6NL.jpg,459516,item_weight,200 gram,200.0,gram,11,
output_images/61mR0nvTi2L.jpg,483370,item_weight,2460.0 gram,2460.0,gram,11,
output_images/71kKyflqh-L.jpg,178958,maximum_weight_recommendation,7 kilogram,7.0,kilogram,14,
output_images/81jraWFAHEL.jpg,654649,item_weight,6.0 ton,6.0,ton,27,
output_images/61q8BFKyG5L.jpg,416664,item_weight,2.5 kilogram,2.5,kilogram,14,
output_images/711pKODV8fL.jpg,752266,wattage,60.0 watt,60.0,watt,29,
output_images/818ZG7g9hHL.jpg,746096,wattage,21.6 watt,21.6,watt,29,
output_images/818ZG7g9hHL.jpg,746096,voltage,240.0 volt,240.0,volt,28,
output_images/719SXCcE+yL.jpg,749917,item_weight,1300.0 gram,1300.0,gram,11,"eee

IINN=*
Eo"
output_images/71KGqjaeU3L.jpg,271537,voltage,120.0 volt,120.0,volt,28,
